Designation	Obsid	RA	DEC	S/N(g)	Subclass	Source
J232506.46+230334.9	57509231	351.27692	23.05972	413.2	A7	Yang et al. (2024)
J214140.37+082544.0	58515250	325.41821	8.42889	108.2	A2	Shang et al. (2022)
J214140.38+082543.9	58815250	325.418264	8.428865	114.96	A1	Shang et al. (2022)
J054128.52+312905.0	68301064	85.368852	31.484726	71.94	A2	Shang et al. (2022)
J231505.60+020916.4	72410226	348.77335	2.15457	577.1	A7	Hümmerich et al. (2020)
J231505.61+020916.6	72510226	348.773382	2.154617	473.7	A7	Shi et al. (2023)
J001159.29-001346.9	74102215	2.997069	-0.229702	419.3	A9	Shang et al. (2022)
J231308.93+104016.6	74501059	348.287238	10.671289	524.04	A7	Shang et al. (2022)
J221523.56+082620.4	75516085	333.848186	8.439004	73.13	A1	Shi et al. (2023)
J053712.63+254735.5	81409067	84.302631	25.793198	64.81	A1	Shi et al. (2023)
J065202.93+244542.5	81502046	103.01222	24.761814	50.89	A5	Qin et al. (2019)
J054521.11+382157.5	83014029	86.337999	38.365973	52.06	A2	Yang et al. (2024)
J055417.44+374759.2	83103016	88.572707	37.79978	66.24	A1	Shi et al. (2023)
J060527.16+371429.6	83106219	91.363198	37.241573	434.1	A2	Shi et al. (2023)
J060606.37+372248.6	83106224	91.52656	37.380191	88.68	A2	Shang et al. (2022)
J055945.78+371300.5	83108199	89.940781	37.216808	83.02	A2	Yang et al. (2024)
J060126.41+385724.3	83109030	90.36008	38.956754	55.22	A1	Shi et al. (2023)
J060319.03+390335.1	83113170	90.829303	39.059772	82.06	A1	Shang et al. (2022)
J054850.43+370936.0	83202184	87.210145	37.16001	246.47	A2	Shang et al. (2022)
J055417.45+374759.2	83203016	88.572718	37.799785	59.79	A2	Shi et al. (2023)
J055242.36+373033.1	83205179	88.176508	37.509197	139.69	A5	Shang et al. (2022)
J094532.54-062723.0	83404113	146.3855835	-6.4564127	103.33	A1	Shi et al. (2023)
J093915.30-041535.0	83416226	144.8137873	-4.2597258	51.66	A5	Shang et al. (2022)
J094532.52-062723.0	83504113	146.385511	-6.456399	111.55	A1	Shi et al. (2023)
J001538.33+294443.6	83807089	3.90973	29.745453	52.33	A1	Shi et al. (2023)
J070200.78+161738.2	84109159	105.50325	16.293972	287.89	A2	Hümmerich et al. (2020)
J065435.39+135124.5	84202126	103.64748	13.856815	82.94	A7	Shang et al. (2022)
J065941.01+143418.8	84205031	104.92088	14.57189	173.19	A2	Hümmerich et al. (2020)
J070127.57+142617.6	84205131	105.3649	14.438228	191.88	A2	Hümmerich et al. (2020)
J065719.75+173342.3	84216146	104.3323	17.561765	54.42	A3	Shang et al. (2022)
J070131.37+154047.7	84304055	105.38071	15.67993	100.17	A2	Yang et al. (2024)
J065945.45+172539.7	84311176	104.9394	17.427713	144.98	A2	Shi et al. (2023)
J065358.16+141845.0	84402177	103.49235	14.312508	212.53	A2	Hümmerich et al. (2020)
J094226.47-001954.4	84502221	145.6103046	-0.331781	52.82	A7	Hümmerich et al. (2020)
J024738.40+433809.8	84714182	41.910019	43.636066	57.24	A6	Shang et al. (2022)
J033559.79+404840.5	84815200	53.999139	40.811268	122.37	A2	Shi et al. (2023)
J034731.70+394858.3	84906049	56.88209	39.816196	59.98	A1	Shang et al. (2022)
J033107.69+420332.1	84916226	52.78208	42.058941	57.87	A5	Shang et al. (2022)
J050210.72+464600.0	87210123	75.544675	46.766685	240.98	A2	Renson & Manfroid (2009)
J050845.43+492250.8	87316236	77.189293	49.380795	122.98	A1	Shang et al. (2022)
J001457.96+354740.4	87506239	3.741529	35.794563	134.79	A6	Yang et al. (2024)
J040213.73+370957.0	87707011	60.557234	37.165855	204.92	A1	Shang et al. (2022)
J072341.49-024106.9	88601241	110.9229	-2.68526	167.67	A6	Hümmerich et al. (2020)
J072423.08-003904.7	88604187	111.09619	-0.651326	221.06	A1	Hümmerich et al. (2020)
J072915.84+003208.5	88609064	112.316	0.535715	310.81	A1	Hümmerich et al. (2020)
J072614.34-004443.5	88704194	111.55976	-0.7454432	209.14	A1	Hümmerich et al. (2020)
J072725.86-012818.4	88705129	111.85779	-1.4717988	154.18	B6	Hümmerich et al. (2020)
J072655.09-013752.4	88705143	111.72955	-1.6312292	65.72	A1	Shang et al. (2022)
J073526.38-010309.3	88706169	113.85995	-1.0525896	51.25	A2	Yang et al. (2024)
J072519.87+013555.3	88711007	111.33282	1.598705	145.47	A1	Shang et al. (2022)
J072433.03-001416.4	88804023	111.13766	-0.237909	228.21	A1	Hümmerich et al. (2020)
J072010.19-010508.9	88810210	110.04248	-1.0858239	62.8	A1	Shi et al. (2023)
J072040.31-000827.5	88814064	110.16796	-0.140981	61.68	A3	Hümmerich et al. (2020)
J072338.12+003848.5	88815100	110.90886	0.646821	93.25	A2	Bernhard et al. (2021)
J085148.85+434402.2	88914234	132.953571	43.733964	100.95	A2	Shang et al. (2022)
J044758.11+070009.4	89106102	71.992138	7.00263	193.8	A1	Hümmerich et al. (2020)
J052237.24+324258.3	89404236	80.655191	32.716208	148.82	A2	Hümmerich et al. (2020)
J052436.09+321553.5	89408072	81.150409	32.264866	326.96	A2	Shang et al. (2022)
J052606.55+324317.9	89408097	81.527328	32.72166	68.11	A1	Shang et al. (2022)
J052430.90+333824.6	89409037	81.128772	33.64018	106.82	A2	Yang et al. (2024)
J052239.31+335239.0	89409112	80.663792	33.877524	79.59	A6	Shang et al. (2022)
J051957.65+334802.5	89415140	79.990247	33.800701	166.12	A1	Hümmerich et al. (2020)
J051634.34+340314.3	89415165	79.143108	34.053997	56.5	F0	Shang et al. (2022)
J051224.39+335858.9	89416080	78.101642	33.983036	83.12	A2	Shi et al. (2023)
J052118.35+304521.5	89501104	80.326465	30.755978	103.53	A6	Renson & Manfroid (2009)
J051541.33+310322.7	89502022	78.922232	31.056326	183.06	A5	Shang et al. (2022)
J051210.17+310708.1	89502085	78.042378	31.11892	104.95	F0	Shang et al. (2022)
J051500.13+332041.5	89503122	78.750563	33.344883	452.23	A2	Shi et al. (2023)
J052746.31+314215.9	89506219	81.942988	31.704426	214.28	A2	Shang et al. (2022)
J052347.98+341611.4	89509100	80.949927	34.269856	167.44	A1	Shang et al. (2022)
J052217.46+334244.5	89509116	80.572762	33.712363	68.34	A2	Shi et al. (2023)
J052059.29+351123.5	89511222	80.247077	35.189884	196.51	A2	Hümmerich et al. (2020)
J052437.29+341035.2	89512095	81.155401	34.176466	58.26	A1	Shi et al. (2023)
J051641.73+342908.7	89516119	79.17388	34.485771	96.47	A2	Shi et al. (2023)
J053011.10+315718.7	89606102	82.546256	31.955222	65.06	A2	Yang et al. (2024)
J052155.76+332242.2	89609163	80.482343	33.378406	55.79	A5	Yang et al. (2024)
J052616.48+331544.2	89609184	81.568686	33.262295	255.89	A1	Renson & Manfroid (2009)
J052043.38+335022.0	89615139	80.180752	33.839467	152.99	A2	Hümmerich et al. (2020)
J051445.40+345801.5	89616238	78.689174	34.967085	62.74	B6	Hümmerich et al. (2020)
J051506.10+321121.3	89703028	78.775458	32.189277	120.55	A1	Hümmerich et al. (2020)
J051540.53+314003.1	89705227	78.918905	31.667542	71.76	A1	Shi et al. (2023)
J052343.31+320938.3	89708019	80.930487	32.16065	99.22	A1	Shi et al. (2023)
J052407.67+331545.7	89709225	81.031965	33.262719	83.37	A2	Shi et al. (2023)
J052244.67+345827.2	89711030	80.686133	34.974247	135.83	B6	Shang et al. (2022)
J052856.71+341332.8	89712104	82.236333	34.225799	73.8	A2	Shang et al. (2022)
J052259.54+343944.9	89712146	80.748112	34.662479	190.79	A2	Renson & Manfroid (2009)
J051101.35+330230.2	89714184	77.755663	33.041738	69.16	A2	Shi et al. (2023)
J074459.33+233758.9	89903235	116.24723	23.63305	76.09	A5	Shang et al. (2022)
J065235.59+423715.7	90503119	103.14832	42.621031	197.63	A2	Hümmerich et al. (2020)
J065302.61+403553.6	90602149	103.26088	40.59824	130.2	A5	Hümmerich et al. (2020)
J080435.19-031900.7	93203046	121.14663	-3.316869	206.46	A1	Shi et al. (2023)
J081342.91-053547.1	93609068	123.42881	-5.596429	217.03	A2	Hümmerich et al. (2020)
J081025.65-062756.5	93704009	122.60688	-6.465703	175.13	A1	Hümmerich et al. (2020)
J080710.19-075740.5	93705224	121.79247	-7.9612556	51.29	A1	Shang et al. (2022)
J080339.87-082141.0	93802093	120.91614	-8.361405	248.9	A2	Renson & Manfroid (2009)
J081148.45-075357.2	93805135	122.95188	-7.8992285	168.19	A1	Shi et al. (2023)
J044346.31+241753.1	94308128	70.942977	24.298092	52.01	A1	Shi et al. (2023)
J044441.74+263924.0	94312090	71.173944	26.656694	111.94	A1	Hümmerich et al. (2020)
J075041.80-060338.3	94705068	117.67418	-6.060639	129.78	A6	Renson & Manfroid (2009)
J075656.82-054907.8	94708058	119.23679	-5.8188485	62.32	A1	Shi et al. (2023)
J065245.88+220018.0	95408084	103.19117	22.005009	68.05	A2	Shang et al. (2022)
J065403.63+221545.2	95413099	103.51514	22.262556	386.26	A7	Renson & Manfroid (2009)
J064559.17+213252.6	95505174	101.49657	21.54797	391.22	A2	Hümmerich et al. (2020)
J063833.21+214522.4	95510016	99.638392	21.756243	54.47	F0	Shi et al. (2023)
J064540.65+235113.6	95511092	101.41938	23.853786	455.5	A1	Gaia Collaboration et al. (2016, 2023)
J065401.03+213810.3	95606245	103.50433	21.636211	84.68	A3	Shang et al. (2022)
J064853.79+203905.2	95607032	102.22413	20.651462	62.91	A1	Shang et al. (2022)
J064947.96+202510.8	95607048	102.44986	20.419684	324.24	F0	Hümmerich et al. (2020)
J065339.18+240351.7	95612176	103.41325	24.064363	79.63	A6	Shang et al. (2022)
J064351.19+233534.8	95615163	100.9633	23.593025	164.87	A2	Hümmerich et al. (2020)
J064545.31+203022.0	95701056	101.43881	20.506133	99.07	A5	Shi et al. (2023)
J064851.38+211245.6	95708192	102.21412	21.212685	138.15	A2	Shang et al. (2022)
J063952.11+221314.6	95710240	99.967154	22.220744	327.87	A2	Yang et al. (2024)
J064116.68+202807.5	95802131	100.31951	20.468761	87.03	A7	Yang et al. (2024)
J033213.08+411345.2	96501154	53.054518	41.229248	181.11	A5	Shang et al. (2022)
J033815.59+425848.9	96509147	54.564997	42.980267	365.01	A2	Shang et al. (2022)
J033228.57+433038.0	96515101	53.119063	43.510576	149.51	A1	Hümmerich et al. (2020)
J032734.88+442839.8	96716120	51.895345	44.477737	116.13	A1	Shang et al. (2022)
J055739.82+160140.8	98804102	89.415944	16.028007	165.85	A2	Hümmerich et al. (2020)
J055604.42+160937.1	98804196	89.018437	16.16033	254.76	A2	Hümmerich et al. (2020)
J055519.77+154335.4	98805055	88.832397	15.7265	164.55	A1	Hümmerich et al. (2020)
J060315.94+143510.2	98807079	90.816437	14.586182	168.64	A2	Hümmerich et al. (2020)
J060258.76+160557.2	98808087	90.744856	16.099228	318.49	A1	Hümmerich et al. (2020)
J054916.72+153120.0	98810027	87.319684	15.522223	82.65	A2	Shi et al. (2023)
J055159.50+152629.3	98810155	87.997924	15.441496	84.21	A2	Shang et al. (2022)
J055633.50+180003.2	98811084	89.139596	18.000895	77.15	A1	Shang et al. (2022)
J060354.12+162915.5	98813081	90.9755	16.487665	110.68	A1	Hümmerich et al. (2020)
J055516.50+165944.8	98815195	88.818782	16.995786	81.29	A2	Shi et al. (2023)
J055409.86+165428.3	98903131	88.541124	16.907875	157.25	A2	Hümmerich et al. (2020)
J055604.34+160937.0	98904196	89.018087	16.160304	212.76	A1	Shi et al. (2023)
J060453.41+161322.1	98906046	91.222568	16.222811	142.3	A3	Hümmerich et al. (2020)
J055834.78+181300.3	98911067	89.644931	18.216761	62.1	A1	Shang et al. (2022)
J055330.10+151106.8	99005238	88.375427	15.185224	70.15	A2	Shi et al. (2023)
J055545.02+180021.2	99011078	88.93761	18.005903	68.8	A1	Shi et al. (2023)
J055346.74+144708.2	99102054	88.444777	14.785634	111.33	A2	Hümmerich et al. (2020)
J055523.13+150002.5	99105084	88.846377	15.000697	226.62	A2	Hümmerich et al. (2020)
J055237.04+154023.8	99105198	88.154374	15.6733	183.3	A2	Hümmerich et al. (2020)
J075829.38+262902.1	99207103	119.62245	26.483942	127.89	A2	Hümmerich et al. (2020)
J082706.72+453553.0	99410128	126.778	45.598068	273.09	A6	Hümmerich et al. (2020)
J045324.33+215142.4	99901153	73.351386	21.861799	83.67	A1	Shang et al. (2022)
J044741.43+230820.9	99903084	71.922664	23.139147	126.36	A2	Hümmerich et al. (2020)
J045504.49+230922.2	99904101	73.768718	23.156191	121.44	A2	Shang et al. (2022)
J045107.51+231453.9	99904162	72.781313	23.248306	52.79	A5	Shi et al. (2023)
J045538.72+243458.6	99909095	73.911366	24.582968	131.76	A1	Hümmerich et al. (2020)
J045144.60+243935.8	99915222	72.935855	24.659969	145.02	A2	Shi et al. (2023)
J050419.12+233621.7	100113035	76.079688	23.606031	90.38	A7	Shi et al. (2023)
J064254.37+250805.5	100202222	100.72655	25.13488	145.35	A1	Shi et al. (2023)
J064259.18+270608.9	100203100	100.74662	27.102488	480.66	A2	Hümmerich et al. (2020)
J064839.96+291625.1	100211185	102.1665	29.273656	57.02	A1	Shang et al. (2022)
J064541.90+254049.4	100305220	101.42462	25.680401	81.35	A6	Shang et al. (2022)
J064220.64+271237.1	100314052	100.58602	27.210328	54.78	A2	Shang et al. (2022)
J091021.97+281832.2	100514090	137.591543	28.308965	65.52	A1	Hümmerich et al. (2020)
J091053.70+285032.7	100516196	137.723789	28.842434	68.53	A7	Shi et al. (2023)
J035323.09+253833.4	100912208	58.346209	25.642624	346.14	A7	Gaia Collaboration et al. (2016, 2023)
J063033.69+014424.1	101108108	97.64039	1.7400429	244.44	A2	Hümmerich et al. (2020)
J062937.22+015430.1	101108183	97.405114	1.9083661	66.42	A1	Shang et al. (2022)
J062628.79+040302.5	101115009	96.619969	4.0507038	85.19	A1	Shi et al. (2023)
J062722.46+014046.8	101205134	96.84361	1.6796852	88.62	A1	Shang et al. (2022)
J063204.44+013000.1	101207109	98.018507	1.50003	430.1	A1	Hümmerich et al. (2020)
J062140.03+031902.5	101303114	95.416799	3.317378	357.09	A2	Yang et al. (2024)
J062607.45+022111.4	101304135	96.531057	2.3531941	63.43	A1	Shang et al. (2022)
J062748.57+020857.3	101305121	96.952408	2.1492663	62.65	A1	Shang et al. (2022)
J063044.96+030025.3	101309008	97.68736	3.007047	61.05	A2	Bernhard et al. (2021)
J062939.79+030753.5	101309025	97.415798	3.1315315	76.13	F0	Shang et al. (2022)
J062051.02+033146.8	101314173	95.212622	3.529692	89.61	A2	Shang et al. (2022)
J062506.79+042338.3	101315158	96.278317	4.393987	231.97	A7	Shang et al. (2022)
J062358.41+041124.9	101315159	95.993409	4.1902625	65.41	A2	Shi et al. (2023)
J062432.23+041102.9	101315165	96.134312	4.1841473	79.4	A2	Yang et al. (2024)
J062914.34+004257.0	101401183	97.309755	0.71585	516.81	A2	Renson & Manfroid (2009)
J063018.34+004255.8	101407159	97.576458	0.715516	59.83	A2	Shi et al. (2023)
J062044.63+023859.6	101410247	95.185992	2.6499056	97.19	A2	Hümmerich et al. (2020)
J062108.21+030106.7	101414057	95.284242	3.0185525	92.08	A1	Yang et al. (2024)
J062348.44+043007.6	101416171	95.951844	4.502123	104.51	F0	Hümmerich et al. (2020)
J081604.31+332638.0	102303242	124.017973	33.443906	137.53	A6	Shang et al. (2022)
J063004.66+313042.8	102908141	97.519443	31.511902	56.02	A3	Shang et al. (2022)
J080415.41+502936.1	104602022	121.064221	50.493382	74.48	A6	Hümmerich et al. (2020)
J053807.06+312820.8	105104159	84.52945	31.472452	65.17	A2	Shi et al. (2023)
J055026.09+314751.1	105113032	87.608727	31.797538	52.79	A1	Hümmerich et al. (2020)
J052904.69+313250.0	105114050	82.269569	31.547243	62.36	A1	Shang et al. (2022)
J082532.06+473737.2	105301041	126.383586	47.627026	75.38	A6	Shang et al. (2022)
J051936.81+334413.4	106504194	79.903409	33.737057	56.59	A1	Shang et al. (2022)
J055102.16+184434.1	107802062	87.759022	18.742811	98.41	A5	Shi et al. (2023)
J055143.67+205025.1	107803131	87.93197	20.840311	287.79	A1	Hümmerich et al. (2020)
J054447.32+203219.4	107814026	86.197188	20.538748	78.8	A2	Lu et al. (2025)
J054652.19+210438.5	107814144	86.717463	21.077383	89.54	A1	Shi et al. (2023)
J055245.27+204859.2	107903138	88.188626	20.816467	107.36	A2	Yang et al. (2024)
J055154.04+202927.6	107903140	87.975191	20.491005	225.56	A1	Shi et al. (2023)
J055633.96+202101.1	107904250	89.141523	20.35033	89.12	A2	Shi et al. (2023)
J055331.67+193654.5	107905154	88.381969	19.615144	57.24	A2	Shang et al. (2022)
J055933.52+220650.2	107912045	89.88969	22.113945	179.79	A6	Shang et al. (2022)
J055545.19+195746.3	108004113	88.938324	19.962877	160.52	A1	Hümmerich et al. (2020)
J055547.48+191413.6	108005132	88.947862	19.237118	149.15	A1	Shang et al. (2022)
J055618.50+210706.3	108009151	89.077105	21.118423	125.88	A2	Hümmerich et al. (2020)
J054430.30+192531.7	108010095	86.12627	19.425476	110.34	A2	Shi et al. (2023)
J060215.10+214607.5	108012104	90.562923	21.768767	69.68	A3	Shi et al. (2023)
J055753.10+215612.4	108012128	89.471279	21.936794	57.84	A5	Shi et al. (2023)
J054622.23+204640.9	108014206	86.592646	20.778044	93.9	A1	Hümmerich et al. (2020)
J050900.02+493815.2	108402016	77.250085	49.637569	145.22	A2	Shang et al. (2022)
J050755.19+495727.1	108402244	76.979963	49.957535	61.01	A7	Faltová et al. (2021)
J050131.98+503008.4	108410181	75.383251	50.502342	80.01	A3	Shi et al. (2023)
J050717.68+492331.5	108502221	76.823695	49.39211	81.91	A1	Shang et al. (2022)
J051531.51+495711.7	108505020	78.881317	49.953272	51.02	A1	Shi et al. (2023)
J052056.42+525332.4	108512078	80.235095	52.892359	50.21	A7	Shang et al. (2022)
J051205.75+491307.8	108601043	78.023965	49.218849	231.83	A6	Hümmerich et al. (2020)
J051310.92+500555.8	108605013	78.295503	50.098858	101.38	A1	Shi et al. (2023)
J050444.72+525118.4	108616082	76.186356	52.855135	89.23	A1	Shi et al. (2023)
J050435.61+530749.5	108616195	76.148414	53.130428	123.9	A1	Shang et al. (2022)
J065901.22+241452.3	108703172	104.75509	24.247885	72.95	A5	Shi et al. (2023)
J070105.34+230257.0	108905033	105.27229	23.049167	81.17	A1	Shi et al. (2023)
J042430.19+513023.0	109409095	66.125802	51.506401	64.53	A1	Shi et al. (2023)
J041205.54+492419.2	109410156	63.023123	49.40535	82.39	A1	Shang et al. (2022)
J074959.61+013517.8	109602064	117.49838	1.588289	260.86	A2	Renson & Manfroid (2009)
J074354.81+022855.1	109610188	115.9784	2.481976	108.28	A1	Shi et al. (2023)
J074744.39+052243.8	109716231	116.93497	5.378841	152.6	A1	Shi et al. (2023)
J053857.05+592215.7	110612237	84.737744	59.371036	64.48	A2	Shang et al. (2022)
J065340.19+562055.0	110902143	103.41749	56.348621	54.93	A1	Shi et al. (2023)
J065544.52+563703.5	110902239	103.93553	56.617661	427.33	A1	Hümmerich et al. (2020)
J034514.32+294335.4	111609062	56.309674	29.726514	88.72	A5	Hümmerich et al. (2020)
J074851.40+001619.1	115314106	117.2142	0.271987	230.83	A1	Renson & Manfroid (2009)
J033348.98+334153.1	115811078	53.454118	33.698097	256.3	A1	Hümmerich et al. (2020)
J034704.76+305136.2	116003032	56.769859	30.860064	164.21	A6	Hümmerich et al. (2020)
J035236.97+330736.0	116011190	58.154045	33.126667	181.96	A2	Shi et al. (2023)
J055053.45+240904.0	116203100	87.722724	24.151128	62.6	A1	Shi et al. (2023)
J060005.80+232129.0	116208103	90.024194	23.358063	86	A2	Shi et al. (2023)
J054757.12+235011.8	116210116	86.988021	23.836616	281.24	A2	Renson & Manfroid (2009)
J055002.80+234023.9	116210215	87.511678	23.673323	136.83	A2	Renson & Manfroid (2009)
J055435.56+250646.5	116215234	88.648181	25.112932	95.74	F0	Shang et al. (2022)
J055312.94+260855.7	116216137	88.303925	26.14883	73.33	A1	Shang et al. (2022)
J060225.92+244628.5	116309180	90.608	24.774597	534.85	A2	Renson & Manfroid (2009)
J055504.38+262725.6	116311161	88.768277	26.457132	56.06	A1	Hümmerich et al. (2020)
J055721.83+254214.3	116315028	89.340998	25.703977	61.3	A5	Shang et al. (2022)
J055023.89+261330.2	116316041	87.599557	26.225073	78.76	A2	Hümmerich et al. (2020)
J055219.99+261909.7	116316228	88.083299	26.319374	170.8	A1	Hümmerich et al. (2020)
J051436.70+330844.3	116706181	78.652927	33.145641	84.84	A1	Shang et al. (2022)
J051510.44+330047.9	116706205	78.793516	33.013329	226.06	A1	Hümmerich et al. (2020)
J045706.66+342403.0	116714215	74.27779	34.400859	55.77	A2	Shi et al. (2023)
J043321.72+362745.7	117503009	68.340535	36.462706	56.89	A1	Shi et al. (2023)
J044214.27+353207.5	117507114	70.559478	35.535433	63.86	A2	Hümmerich et al. (2020)
J064257.32+521951.3	117705062	100.73885	52.330936	212.9	A7	Hümmerich et al. (2020)
J090517.27+165855.6	117903029	136.321992	16.982136	127.55	A2	Shang et al. (2022)
J062942.22+390425.6	118811014	97.425951	39.073799	69.8	A1	Shi et al. (2023)
J062406.25+373327.4	118814075	96.026053	37.557629	84.38	A2	Shi et al. (2023)
J041504.12+170447.1	119702037	63.767195	17.079756	214.37	A7	Shang et al. (2022)
